caseNum,incomplete,place,state,country,year,month,day,articleTitle,newspaper,section,page,column,continuedPage,continuedColumn,displayPDF,link
199,,Los Angeles,California,United States,1853,10,8,,Los Angeles Star,,2,2,,,Yes,Case 199 1853-10-08 Los Angeles Star p2c2.pdf
199,,Sacramento,California,United States,1853,10,10,,Sacramento Daily Democratic State Journal,,2,2,,,Yes,Case 199 1853-10-10 Sacramento Daily Democratic State Journal p2c2.pdf
199,,San Francisco,California,United States,1853,10,11,,Alta California,,3,6-7,,,Yes,Case 199 1853-10-11 Alta California p3c6-7.pdf
199,,San Francisco,California,United States,1853,10,11,,Alta California,,3,7,,,Yes,Case 199 1853-10-11 Alta California p3c7.pdf
199,,Sacramento,California,United States,1853,10,13,,Sacramento Daily Democratic State Journal,,2,2,,,Yes,Case 199 1853-10-13 Sacramento Daily Democratic State Journal p2c2.pdf
199,,San Francisco,California,United States,1853,10,16,,Alta California,,1,5,,,Yes,Case 199 1853-10-16 Alta California p1c5.pdf
199,,Los Angeles,California,United States,1853,10,22,,Los Angeles Star,,2,2,,,Yes,Case 199 1853-10-22 Los Angeles Star p2c2.pdf
199,,Los Angeles,California,United States,1853,12,10,,Los Angeles Star,,2,3,,,Yes,Case 199 1853-12-10 Los Angeles Star p2c3.pdf
199,,San Francisco,California,United States,1853,12,16,,Alta California,,1,2,,,Yes,Case 199 1853-12-16 Alta California p1c2.pdf
200,,Marysville,California,United States,1853,10,14,,Marysville Daily Evening Herald,,2,1,,,Yes,Case 200 1853-10-14 Marysville Daily Evening Herald p2c1.pdf
200,,Sacramento,California,United States,1853,10,18,,Sacramento Daily Union,,1,7,,,Yes,Case 200 1853-10-18 Sacramento Daily Union p1c7.pdf
201,,Nevada City,California,United States,1853,11,4,,Nevada Journal,,3,1,,,Yes,Case 201 1853-11-04 Nevada Journal p3c1.pdf
201,,Los Angeles,California,United States,1853,12,10,,Los Angeles Star,,2,3,,,Yes,Case 201 1853-12-10 Los Angeles Star p2c3.pdf
202,,Los Angeles,California,United States,1853,11,12,,Los Angeles Star,,1,4,,,Yes,Case 202 1853-11-12 Los Angeles Star p1c4.pdf
203,,Sacramento,California,United States,1853,10,15,,Sacramento Daily Democratic State Journal,,2,2,,,Yes,Case 203 1853-10-15 Sacramento Daily Democratic State Journal p2c2.pdf
203,,Sacramento,California,United States,1853,10,17,,Sacramento Daily Union,,3,1,,,Yes,Case 203 1853-10-17 Sacramento Daily Union p3c1.pdf
203,,Sacramento,California,United States,1853,10,18,,Sacramento Daily Union,,1,7,,,Yes,Case 203 1853-10-18 Sacramento Daily Union p1c7.pdf
203,,San Francisco,California,United States,1853,11,1,,Alta California,,3,4,,,Yes,Case 203 1853-11-01 Alta California p3c4.pdf
207,,San Francisco,California,United States,1855,1,27,,Alta California,,2,1,,,Yes,Case 207 1855-01-27 Alta California p2c1.pdf
207,,San Francisco,California,United States,1855,1,28,,Alta California,,2,1,,,Yes,Case 207 1855-01-28 Alta California p2c1.pdf
207,,San Francisco,California,United States,1855,1,29,,Alta California,,2,1,,,Yes,Case 207 1855-01-29 Alta California p2c1.pdf
207,,Sacramento,California,United States,1855,1,29,,Sacramento Daily Union,,1,7,,,Yes,Case 207 1855-01-29 Sacramento Daily Union p1c7.pdf
207,,San Francisco,California,United States,1855,2,1,,Alta California,,1,1,,,Yes,Case 207 1855-02-01 Alta California p1c1.pdf
207,,Los Angeles,California,United States,1855,2,8,,Los Angeles Star,,2,4,,,Yes,Case 207 1855-02-08 Los Angeles Star p2c4.pdf
208,,Sacramento,California,United States,1854,2,18,,Sacramento Daily Union,,2,3,,,Yes,Case 208 1854-02-18 Sacramento Daily Union p2c3.pdf
208,,San Francisco,California,United States,1854,2,19,,Alta California,,2,2,,,Yes,Case 208 1854-02-19 Alta California p2c2.pdf
208,,Columbia,California,United States,1854,2,25,,Columbia Gazette,,2,2,,,Yes,Case 208 1854-02-25 Columbia Gazette p2c2.pdf
208,,San Francisco,California,United States,1854,3,1,,Alta California,,1,6,,,Yes,Case 208 1854-03-01 Alta California p1c6.pdf
209,,Sacramento,California,United States,1853,11,21,,Sacramento Daily Union,,3,1,,,Yes,Case 209 1853-11-21 Sacramento Daily Union p3c1.pdf
209,,San Francisco,California,United States,1854,3,16,,Alta California,,1,6,,,Yes,Case 209 1854-03-16 Alta California p1c6.pdf
211,,San Francisco,California,United States,1854,3,25,,Alta California,,2,2,,,Yes,Case 211 1854-03-25 Alta California p2c2.pdf
211,,Sacramento,California,United States,1854,3,25,,Sacramento Daily Union,,2,1,,,Yes,Case 211 1854-03-25 Sacramento Daily Union p2c1.pdf
212,,Sacramento,California,United States,1854,6,5,,Sacramento Daily Union,,3,1,,,Yes,Case 212 1854-06-05 Sacramento Daily Union p3c1.pdf
212,,San Francisco,California,United States,1854,6,6,,Alta California,,2,1,,,Yes,Case 212 1854-06-06 Alta California p2c1.pdf
213,,Sacramento,California,United States,1854,7,8,,Sacramento Daily Union,,2,3,,,Yes,Case 213 1854-07-08 Sacramento Daily Union p2c3.pdf
214,,San Francisco,California,United States,1854,7,30,,Alta California,,2,1,,,Yes,Case 214 1854-07-30 Alta California p2c1.pdf
214,,Sacramento,California,United States,1854,7,31,,Sacramento Daily Union,,1,7,,,Yes,Case 214 1854-07-31 Sacramento Daily Union p1c7.pdf
214,,San Francisco,California,United States,1854,8,1,,Steamer Alta California,,1,5,,,Yes,Case 214 1854-08-01 Steamer Alta California p1c5.pdf
216,,Sacramento,California,United States,1851,6,25,,Sacramento Daily Union,,2,3,,,Yes,Case 216 1851-06-25 Sacramento Daily Union p2c3.pdf
216,,Stockton,California,United States,1851,6,28,,San Joaquin Republican,,3,1,,,Yes,Case 216 1851-06-28 San Joaquin Republican p3c1.pdf
217,,San Francisco,California,United States,1854,8,24,,Alta California,,2,3,,,Yes,Case 217 1854-08-24 Alta California p2c3.pdf
217,,Sacramento,California,United States,1854,8,25,,Sacramento Daily Union,,3,1,,,Yes,Case 217 1854-08-25 Sacramento Daily Union p3c1.pdf
217,,San Francisco,California,United States,1854,8,26,,Weekly Alta California,,5,2,,,Yes,Case 217 1854-08-26 Weekly Alta California p5c2.pdf
217,,San Francisco,California,United States,1854,9,1,,Alta California,,5,1,,,Yes,Case 217 1854-09-01 Alta California p5c1.pdf
217,,San Francisco,California,United States,1854,9,1,,Steamer Alta California,,2,1,,,Yes,Case 217 1854-09-01 Steamer Alta California p2c1.pdf
217,x,Not Available,Not Available,Not Available,1854,9,2,,Unidentified newspaper may be San Francisco Herald,,1,4,,,Yes,Case 217 1854-09-02 Unidentified Newspaper May be San Francisco Herald p1c4.pdf
217,,San Francisco,California,United States,1855,1,27,,Alta California,,2,2,,,Yes,Case 217 1855-01-27 Alta California p2c2.pdf
218,,Sacramento,California,United States,1854,8,21,,Sacramento Daily Union,,3,1,,,Yes,Case 218 1854-08-21 Sacramento Daily Union p3c1.pdf
218,,Los Angeles,California,United States,1854,9,21,,Los Angeles Star,,2,3,,,Yes,Case 218 1854-09-21 Los Angeles Star p2c3.pdf
218,,Sacramento,California,United States,1854,10,3,,Sacramento Daily Union,,1,7,,,Yes,Case 218 1854-10-03 Sacramento Daily Union p1c7.pdf
219,,Sacramento,California,United States,1854,12,1,,Sacramento Daily Union,,3,1,,,Yes,Case 219 1854-12-01 Sacramento Daily Union p3c1.pdf
219,,Sacramento,California,United States,1854,12,2,,Sacramento Daily Union,,1,7,,,Yes,Case 219 1854-12-02 Sacramento Daily Union p1c7.pdf
219,,San Francisco,California,United States,1854,12,3,,Alta California,,2,3,,,Yes,Case 219 1854-12-03 Alta California p2c3.pdf
220,,Sacramento,California,United States,1854,12,11,,Sacramento Daily Union,,3,2,,,Yes,Case 220 1854-12-11 Sacramento Daily Union p3c2.pdf
221,,Sacramento,California,United States,1855,1,1,,Sacramento Daily Union,,2,3,,,Yes,Case 221 1855-01-01 Sacramento Daily Union p2c3.pdf
222,,Sacramento,California,United States,1854,10,11,,Sacramento Daily Union,,3,2,,,Yes,Case 222 1854-10-11 Sacramento Daily Union p3c2.pdf
222,,Sacramento,California,United States,1854,11,2,,Sacramento Daily Union,,1,7,,,Yes,Case 222 1854-11-02 Sacramento Daily Union p1c7.pdf
222,,San Francisco,California,United States,1854,11,7,,Alta California,,2,2,,,Yes,Case 222 1854-11-07 Alta California p2c2.pdf
222,,Sacramento,California,United States,1854,11,8,,Sacramento Daily Union,,2,5,,,Yes,Case 222 1854-11-08 Sacramento Daily Union p2c5.pdf
222,,San Francisco,California,United States,1854,11,19,,Alta California,,2,2,,,Yes,Case 222 1854-11-19 Alta California p2c2.pdf
222,,Sacramento,California,United States,1854,11,26,,Sacramento Daily Union,,2,3,,,Yes,Case 222 1854-11-26 Sacramento Daily Union p2c3.pdf
222,,San Francisco,California,United States,1854,12,4,,Alta California,,2,4,,,Yes,Case 222 1854-12-04 Alta California p2c4.pdf
222,,San Francisco,California,United States,1855,1,8,,Alta California,,2,2,,,Yes,Case 222 1855-01-08 Alta California p2c2.pdf
222,,Los Angeles,California,United States,1855,1,11,,Los Angeles Star,,2,1,,,Yes,Case 222 1855-01-11 Los Angeles Star p2c1.pdf
222,,Sacramento,California,United States,1855,1,16,,Sacramento Daily Democratic State Journal,,2,6,,,Yes,Case 222 1855-01-16 Sacramento Daily Democratic State Journal p2c6.pdf
222,,San Francisco,California,United States,1855,1,17,,Alta California,,2,2,,,Yes,Case 222 1855-01-17 Alta California p2c2.pdf
222,,Sacramento,California,United States,1855,1,17,,Sacramento Daily Union,,3,2,,,Yes,Case 222 1855-01-17 Sacramento Daily Union p3c2.pdf
222,,San Francisco,California,United States,1855,1,18,,Alta California,,2,1,,,Yes,Case 222 1855-01-18 Alta California p2c1.pdf
222,,San Francisco,California,United States,1855,1,18,,Alta California,,2,2,,,Yes,Case 222 1855-01-18 Alta California p2c2.pdf
222,,Los Angeles,California,United States,1855,1,18,,Los Angeles Star,,2,1,,,Yes,Case 222 1855-01-18 Los Angeles Star p2c1.pdf
222,,Sacramento,California,United States,1855,1,19,,Sacramento Daily Democratic State Journal,,2,6,,,Yes,Case 222 1855-01-19 Sacramento Daily Democratic State Journal p2c6.pdf
222,,San Francisco,California,United States,1855,1,23,,Alta California,,2,2,,,Yes,Case 222 1855-01-23 Alta California p2c2.pdf
222,,Sacramento,California,United States,1855,1,23,,Sacramento Daily Democratic State Journal,,2,5,,,Yes,Case 222 1855-01-23 Sacramento Daily Democratic State Journal p2c5.pdf
222,,Sacramento,California,United States,1855,1,23,,Sacramento Daily Democratic State Journal,,2,6,,,Yes,Case 222 1855-01-23 Sacramento Daily Democratic State Journal p2c6.pdf
222,,Sacramento,California,United States,1855,1,23,,Sacramento Daily Union,,2,6,,,Yes,Case 222 1855-01-23 Sacramento Daily Union p2c6.pdf
222,,San Francisco,California,United States,1855,1,25,,California Farmer and Journal of Useful Sciences,,30,1,,,Yes,Case 222 1855-01-25 California Farmer and Journal of Useful Sciences p30c1.pdf
223,,San Francisco,California,United States,1855,1,21,,Alta California,,2,3,,,Yes,Case 223 1855-01-21 Alta California p2c3.pdf
223,,San Francisco,California,United States,1855,1,27,,Alta California,,2,2,,,Yes,Case 223 1855-01-27 Alta California p2c2.pdf
225,,Sacramento,California,United States,1855,2,2,,Sacramento Daily Union,,2,5,,,Yes,Case 225 1855-02-02 Sacramento Daily Union p2c5.pdf
225,,San Francisco,California,United States,1855,2,3,,Alta California,,2,2,,,Yes,Case 225 1855-02-03 Alta California p2c2.pdf
225,,Sacramento,California,United States,1855,2,3,,Sacramento Daily Union,,3,3,,,Yes,Case 225 1855-02-03 Sacramento Daily Union p3c3.pdf
225,,San Francisco,California,United States,1855,2,7,,Alta California,,2,1,,,Yes,Case 225 1855-02-07 Alta California p2c1.pdf
225,,Sacramento,California,United States,1855,2,14,,Sacramento Daily Union,,2,3,,,Yes,Case 225 1855-02-14 Sacramento Daily Union p2c3.pdf
225,,San Francisco,California,United States,1855,2,17,,Alta California,,2,4,,,Yes,Case 225 1855-02-17 Alta California p2c4.pdf
225,,Sacramento,California,United States,1855,2,20,,Sacramento Daily Union,,2,2,,,Yes,Case 225 1855-02-20 Sacramento Daily Union p2c2.pdf
226,,San Francisco,California,United States,1855,2,1,,Alta California,,2,5,,,Yes,Case 226 1855-02-01 Alta California p2c5.pdf
226,,Los Angeles,California,United States,1855,2,8,,Los Angeles Star,,2,3,,,Yes,Case 226 1855-02-08 Los Angeles Star p2c3.pdf
226,,San Francisco,California,United States,1855,2,9,,Alta California,,2,2,,,Yes,Case 226 1855-02-09 Alta California p2c2.pdf
227,,Sacramento,California,United States,1854,12,25,,Sacramento Daily Union,,3,1,,,Yes,Case 227 1854-12-25 Sacramento Daily Union p3c1.pdf
227,,Sacramento,California,United States,1854,12,27,,Sacramento Daily Union,,3,1,,,Yes,Case 227 1854-12-27 Sacramento Daily Union p3c1.pdf
227,,Sacramento,California,United States,1855,1,8,,Sacramento Daily Union,,2,2,,,Yes,Case 227 1855-01-08 Sacramento Daily Union p2c2.pdf
227,,Sacramento,California,United States,1855,1,8,,Sacramento Daily Union,,2,5,,,Yes,Case 227 1855-01-08 Sacramento Daily Union p2c5.pdf
227,,San Francisco,California,United States,1855,1,12,,Alta California,,2,3,,,Yes,Case 227 1855-01-12 Alta California p2c3.pdf
227,,San Francisco,California,United States,1855,1,13,,Alta California,,2,1,,,Yes,Case 227 1855-01-13 Alta California p2c1.pdf
227,,San Francisco,California,United States,1855,1,27,,Alta California,,2,2,,,Yes,Case 227 1855-01-27 Alta California p2c2.pdf
227,,San Francisco,California,United States,1855,2,3,,Alta California,,2,2,,,Yes,Case 227 1855-02-03 Alta California p2c2.pdf
227,,San Francisco,California,United States,1855,2,3,,Alta California,,2,3,,,Yes,Case 227 1855-02-03 Alta California p2c3.pdf
227,,Sacramento,California,United States,1855,2,26,,Sacramento Daily Union,,2,3,,,Yes,Case 227 1855-02-26 Sacramento Daily Union p2c3.pdf
228,,San Francisco,California,United States,1855,1,27,,Alta California,,2,3,,,Yes,Case 228 1855-01-27 Alta California p2c3.pdf
228,,San Francisco,California,United States,1855,2,3,,Alta California,,2,3,,,Yes,Case 228 1855-02-03 Alta California p2c3.pdf
233,,San Francisco,California,United States,1855,4,26,,Alta California,,3,8,,,Yes,Case 252 1855-04-26 Alta California p3c8.pdf
233,,Sacramento,California,United States,1855,4,27,,Sacramento Daily Democratic State Journal,,2,2,,,Yes,Case 233 1855-04-27 Sacramento Daily Democratic State Journal p2c2.pdf
233,,San Francisco,California,United States,1855,5,1,,Alta California,,1,2,,,Yes,Case 233 1855-05-01 Alta California p1c2.pdf
233,,Sacramento,California,United States,1855,5,1,,Sacramento Daily Union,,2,6,,,Yes,Case 233 1855-05-01 Sacramento Daily Union p2c6.pdf
234,,San Francisco,California,United States,1855,5,28,,Alta California,,2,5,,,Yes,Case 234 1855-05-28 Alta California p2c5.pdf
235,,San Francisco,California,United States,1855,7,4,,Alta California,,2,3,,,Yes,Case 235 1855-07-04 Alta California p2c3.pdf
235,,Sacramento,California,United States,1855,7,6,,Sacramento Daily Democratic State Journal,,3,3,,,Yes,Case 235 1855-07-06 Sacramento Daily Democratic State Journal p3c3.pdf
235,,San Francisco,California,United States,1855,7,10,,Alta California,,2,2,,,Yes,Case 235 1855-07-10 Alta California p2c2.pdf
236,,San Francisco,California,United States,1855,8,8,,Alta California,,2,3,,,Yes,Case 236 1855-08-08 Alta California p2c3.pdf
236,,Sacramento,California,United States,1855,8,8,,Sacramento Daily Democratic State Journal,,2,2,,,Yes,Case 236 1855-08-08 Sacramento Daily Democratic State Journal p2c2.pdf
236,,Sacramento,California,United States,1855,8,8,,Sacramento Daily Union,,2,2,,,Yes,Case 236 1855-08-08 Sacramento Daily Union p2c2.pdf
236,,San Francisco,California,United States,1855,8,9,,Alta California,,2,4,,,Yes,Case 236 1855-08-09 Alta California p2c4.pdf
236,,Sacramento,California,United States,1855,8,9,,Sacramento Daily Democratic State Journal,,2,2,,,Yes,Case 236 1855-08-09 Sacramento Daily Democratic State Journal p2c2.pdf
236,,Sacramento,California,United States,1855,8,9,,Sacramento Daily Democratic State Journal,,2,4-5,,,Yes,Case 236 1855-08-09 Sacramento Daily Democratic State Journal p2c4-5.pdf
236,,Sacramento,California,United States,1855,8,9,,Sacramento Daily Union,,2,1,,,Yes,Case 236 1855-08-09 Sacramento Daily Union p2c1.pdf
236,,Sacramento,California,United States,1855,8,9,,Sacramento Daily Union,,3,2,,,Yes,Case 236 1855-08-09 Sacramento Daily Union p3c2.pdf
236,,San Francisco,California,United States,1855,8,10,,Alta California,,2,4,,,Yes,Case 236 1855-08-10 Alta California p2c4.pdf
236,,Sacramento,California,United States,1855,8,10,,Sacramento Daily Union,,2,1,,,Yes,Case 236 1855-08-10 Sacramento Daily Union p2c1.pdf
236,,Sacramento,California,United States,1855,8,10,,Sacramento Daily Union,,2,2,,,Yes,Case 236 1855-08-10 Sacramento Daily Union p2c2.pdf
236,,Sacramento,California,United States,1855,8,10,,Sacramento Daily Union,,3,3,,,Yes,Case 236 1855-08-10 Sacramento Daily Union p3c3.pdf
236,,Marysville,California,United States,1855,8,11,,Marysville Herald,,2,1,,,Yes,Case 236 1855-08-11 Marysville Herald p2c1.pdf
236,,Sacramento,California,United States,1855,8,11,,Sacramento Daily Democratic State Journal,,2,2,,,Yes,Case 236 1855-08-11 Sacramento Daily Democratic State Journal p2c2.pdf
236,,Sacramento,California,United States,1855,8,11,,Sacramento Daily Union,,3,1,,,Yes,Case 236 1855-08-11 Sacramento Daily Union p3c1.pdf
236,,Sacramento,California,United States,1855,8,15,,Sacramento Daily Union,,3,2,,,Yes,Case 236 1855-08-15 Sacramento Daily Union p3c2.pdf
236,,San Francisco,California,United States,1855,8,18,,Alta California,,1,2,,,Yes,Case 236 1855-08-18 Alta California p1c2.pdf
236,,San Francisco,California,United States,1855,8,18,,Alta California,,2,2,,,Yes,Case 236 1855-08-18 Alta California p2c2.pdf
236,,San Francisco,California,United States,1855,8,31,,Alta California,,2,2,,,Yes,Case 236 1855-08-31 Alta California p2c2.pdf
236,,Sacramento,California,United States,1855,8,31,,Sacramento Daily Union,,2,5,,,Yes,Case 236 1855-08-31 Sacramento Daily Union p2c5.pdf
236,,Los Angeles,California,United States,1855,9,8,,Los Angeles Star,,2,2,,,Yes,Case 236 1855-09-08 Los Angeles Star p2c2.pdf
237,,Marysville,California,United States,1855,9,6,,Marysville Herald,,3,1,,,Yes,Case 237 1855-09-06 Marysville Herald p3c1.pdf
237,,Sacramento,California,United States,1855,9,6,,Sacramento Daily Democratic State Journal,,2,2,,,Yes,Case 237 1855-09-06 Sacramento Daily Democratic State Journal p2c2.pdf
238,,Marysville,California,United States,1855,9,13,,Marysville Herald,,2,2,,,Yes,Case 238 1855-09-13 Marysville Herald p2c2.pdf
239,,San Francisco,California,United States,1855,10,15,,Alta California,,2,4,,,Yes,Case 239 1855-10-15 Alta California p2c4.pdf
239,,Sacramento,California,United States,1855,10,16,,Sacramento Daily Union,,2,2,,,Yes,Case 239 1855-10-16 Sacramento Daily Union p2c2.pdf
239,,Marysville,California,United States,1855,10,18,,Marysville Herald,,3,1,,,Yes,Case 239 1855-10-18 Marysville Herald p3c1.pdf
240,,Sacramento,California,United States,1855,10,12,,Sacramento Daily Union,,2,2,,,Yes,Case 240 1855-10-12 Sacramento Daily Union p2c2.pdf
240,,San Francisco,California,United States,1855,10,13,,Alta California,,1,1,,,Yes,Case 240 1855-10-13 Alta California p1c1.pdf
240,,Sacramento,California,United States,1855,10,13,,Sacramento Daily Union,,3,4,,,Yes,Case 240 1855-10-13 Sacramento Daily Union p3c4.pdf
240,,San Francisco,California,United States,1855,10,14,,Alta California,,1,1,,,Yes,Case 240 1855-10-14 Alta California p1c1.pdf
240,,Sacramento,California,United States,1855,10,15,,Sacramento Daily Union,,3,3,,,Yes,Case 240 1855-10-15 Sacramento Daily Union p3c3.pdf
240,,Marysville,California,United States,1855,10,16,,Marysville Herald,,2,3-4,,,Yes,Case 240 1855-10-16 Marysville Herald p2c3-4.pdf
240,,Sacramento,California,United States,1855,10,19,,Sacramento Daily Union,,2,2,,,Yes,Case 240 1855-10-19 Sacramento Daily Union p2c2.pdf
240,,San Francisco,California,United States,1855,10,20,,Alta California,,2,1,,,Yes,Case 240 1855-10-20 Alta California p2c1.pdf
240,,Sacramento,California,United States,1855,10,22,,Sacramento Daily Union,,2,1,,,Yes,Case 240 1855-10-22 Sacramento Daily Union p2c1.pdf
240,,Sacramento,California,United States,1855,10,22,,Sacramento Daily Union,,2,2,,,Yes,Case 240 1855-10-22 Sacramento Daily Union p2c2.pdf
240,,Sacramento,California,United States,1855,10,22,,Sacramento Daily Union,,3,2,,,Yes,Case 240 1855-10-22 Sacramento Daily Union p3c2.pdf
240,,San Francisco,California,United States,1855,10,24,,Alta California,,1,2,,,Yes,Case 240 1855-10-24 Alta California p1c2.pdf
240,,San Francisco,California,United States,1855,10,24,,Alta California,,2,1,,,Yes,Case 240 1855-10-24 Alta California p2c1.pdf
240,,Sacramento,California,United States,1855,10,25,,Sacramento Daily Union,,3,3,,,Yes,Case 240 1855-10-25 Sacramento Daily Union p3c3.pdf
240,,Sacramento,California,United States,1855,10,26,,Sacramento Daily Democratic State Journal,,3,2,,,Yes,Case 240 1855-10-26 Sacramento Daily Democratic State Journal p3c2.pdf
240,,San Francisco,California,United States,1855,12,17,,Evening Bulletin,,2,3,,,Yes,Case 240 1855-12-17 San Francisco Evening Bulletin p2c3.pdf
240,,Sacramento,California,United States,1855,12,18,,Sacramento Daily Union,,2,5,,,Yes,Case 240 1855-12-18 Sacramento Daily Union p2c5.pdf
240,,Marysville,California,United States,1855,12,19,,Marysville Daily Herald,,2,3,,,Yes,Case 240 1855-12-19 Marysville Daily Herald p2c3.pdf
240,,Stockton,California,United States,1855,12,22,,Weekly San Joaquin Republican,,1,4,,,Yes,Case 240 1855-12-22 Weekly San Joaquin Republican p1c4.pdf
241,,San Francisco,California,United States,1855,10,22,,Evening Bulletin,,2,4,,,Yes,Case 241 1855-10-22 San Francisco Evening Bulletin p2c4.pdf
241,,Marysville,California,United States,1855,10,23,,Marysville Herald,,2,4,,,Yes,Case 241 1855-10-23 Marysville Herald p2c4.pdf
241,,Stockton,California,United States,1855,10,27,,Weekly San Joaquin Republican,,2,2,,,Yes,Case 241 1855-10-27 Weekly San Joaquin Republican p2c2.pdf
242,,San Francisco,California,United States,1855,10,25,,Alta California,,1,1,,,Yes,Case 242 1855-10-25 Alta California p1c1.pdf
242,,Marysville,California,United States,1855,10,25,,Marysville Herald,,2,3,,,Yes,Case 242 1855-10-25 Marysville Herald p2c3.pdf
242,,New York,New York,United States,1855,11,29,,New York Times,,1,6,,,Yes,Case 242 1855-11-29 New York Times p1c6.pdf
243,,Marysville,California,United States,1855,11,15,,Marysville Daily Herald,,2,1,,,Yes,Case 243 1855-11-15 Marysville Daily Herald p2c1.pdf
243,,Los Angeles,California,United States,1855,12,15,,Los Angeles Star,,2,3,,,Yes,Case 243 1855-12-15 Los Angeles Star p2c3.pdf
244,,Marysville,California,United States,1855,12,9,,Marysville Daily Herald,,2,3,,,Yes,Case 244 1855-12-09 Marysville Daily Herald p2c3.pdf
245,,San Francisco,California,United States,1855,11,28,,Alta California,,2,1,,,Yes,Case 245 1855-11-28 Alta California p2c1.pdf
245,,San Francisco,California,United States,1855,11,30,,Alta California,,2,1,,,Yes,Case 245 1855-11-30 Alta California p2c1.pdf
245,,Stockton,California,United States,1855,12,1,,Weekly San Joaquin Republican,,3,3,,,Yes,Case 245 1855-12-01 Weekly San Joaquin Republican p3c3.pdf
245,,Sacramento,California,United States,1855,12,3,,Sacramento Daily Union,,3,1,,,Yes,Case 245 1855-12-03 Sacramento Daily Union p3c1.pdf
245,,San Francisco,California,United States,1855,12,5,,Alta California,,1,5,,,Yes,Case 245 1855-12-05 Alta California p1c5.pdf
245,,San Francisco,California,United States,1855,12,6,,Alta California,,2,5,,,Yes,Case 245 1855-12-06 Alta California p2c5.pdf
245,,Los Angeles,California,United States,1855,12,8,,Los Angeles Star,,2,1,,,Yes,Case 245 1855-12-08 Los Angeles Star p2c1.pdf
245,,Stockton,California,United States,1855,12,8,,Weekly San Joaquin Republican,,1,2,,,Yes,Case 245 1855-12-08 Weekly San Joaquin Republican p1c2.pdf
246,,San Francisco,California,United States,1855,12,6,,Alta California,,2,1,,,Yes,Case 246 1855-12-06 Alta California p2c1.pdf
246,,Sacramento,California,United States,1855,12,29,,Sacramento Daily Democratic State Journal,,2,2,,,Yes,Case 246 1855-12-29 Sacramento Daily Democratic State Journal p2c2.pdf
246,,Sacramento,California,United States,1855,12,29,,Sacramento Daily Union,,2,2,,,Yes,Case 246 1855-12-29 Sacramento Daily Union p2c2.pdf
246,,San Francisco,California,United States,1855,12,29,,Evening Bulletin,,3,1-2,,,Yes,Case 246 1855-12-29 San Francisco Evening Bulletin p3c1-2.pdf
246,,Los Angeles,California,United States,1856,1,12,,Los Angeles Star,,2,3,,,Yes,Case 246 1856-01-12 Los Angeles Star p2c3.pdf
248,,San Francisco,California,United States,1855,12,1,,Alta California,,1,1,,,Yes,Case 248 1855-12-01 Alta California p1c1.pdf
248,,San Francisco,California,United States,1855,12,1,,Evening Bulletin,,1,2,,,Yes,Case 248 1855-12-01 San Francisco Evening Bulletin p1c2.pdf
248,,San Francisco,California,United States,1855,12,6,,Alta California,,1,1,,,Yes,Case 248 1855-12-06 Alta California p1c1.pdf
249,,Marysville,California,United States,1855,12,20,,Marysville Daily Herald,,2,3,,,Yes,Case 249 1855-12-20 Marysville Daily Herald p2c3.pdf
250,,Los Angeles,California,United States,1856,2,16,,Los Angeles Star,,2,2,,,Yes,Case 250 1856-02-16 Los Angeles Star p2c2.pdf
251,,Los Angeles,California,United States,1856,4,5,,Los Angeles Star,,2,4,,,Yes,Case 251 1856-04-05 Los Angeles Star p2c4.pdf
251,,Los Angeles,California,United States,1856,5,17,,Los Angeles Star,,1,5,,,Yes,Case 251 1856-05-17 Los Angeles Star p1c5.pdf
251,,Sacramento,California,United States,1856,5,17,,Sacramento Daily Union,,1,7,,,Yes,Case 251 1856-05-17 Sacramento Daily Union p1c7.pdf
253,,San Francisco,California,United States,1856,5,4,,Alta California,,2,3,,,Yes,Case 253 1856-05-04 Alta California p2c3.pdf
253,,Sacramento,California,United States,1856,5,5,,Sacramento Daily Union,,2,2,,,Yes,Case 253 1856-05-05 Sacramento Daily Union p2c2.pdf
253,,San Francisco,California,United States,1856,5,6,,Alta California,,1,1,,,Yes,Case 253 1856-05-06 Alta California p1c1.pdf
253,,Sacramento,California,United States,1856,5,7,,Sacramento Daily Union,,2,4,,,Yes,Case 253 1856-05-07 Sacramento Daily Union p2c4.pdf
253,,Sacramento,California,United States,1856,5,7,,Sacramento Daily Union,,2,4,,,Yes,Case 253 1856-05-07 Sacramento Daily Union p2c4.pdf
253,,Sacramento,California,United States,1856,5,7,,Sacramento Daily Union,,3,3,,,Yes,Case 253 1856-05-07 Sacramento Daily Union p3c3.pdf
253,,Sacramento,California,United States,1856,5,13,,Sacramento Daily Democratic State Journal,,2,5,,,Yes,Case 253 1856-05-13 Sacramento Daily Democratic State Journal p2c5.pdf
253,,Sacramento,California,United States,1856,5,13,,Sacramento Daily Union,,2,5,,,Yes,Case 253 1856-05-13 Sacramento Daily Union p2c5.pdf
253,,San Francisco,California,United States,1856,5,13,,Evening Bulletin,,3,2,,,Yes,Case 253 1856-05-13 San Francisco Evening Bulletin p3c2.pdf
253,,Nevada City,California,United States,1856,5,16,,Nevada Journal,,3,1,,,Yes,Case 253 1856-05-16 Nevada Journal p3c1.pdf
