caseNum,incomplete,place,state,country,year,month,day,articleTitle,newspaper,section,page,column,continuedPage,continuedColumn,displayPDF,link
1,,San Francisco,California,United States,1849,2,8,,Weekly Alta California,,2,2,,,Yes,Case 001 1849-02-08 Weekly Alta California p2c2.pdf
1,,San Francisco,California,United States,1849,2,15,,Weekly Alta California,,2,2,,,Yes,Case 001 1849-02-15 Weekly Alta California p2c2.pdf
1,,Sacramento,California,United States,1875,3,6,,Sacramento Daily Union,,1,6,,,Yes,Case 001 1875-03-06 Sacramento Daily Union p1c6.pdf
1,,Sacramento,California,United States,1888,5,26,,Sacramento Daily Union,,1,3,,,Yes,Case 001 1888-05-26 Sacramento Daily Union p1c3.pdf
2,,San Francisco,California,United States,1849,8,2,,Weekly Alta California,,1,all,4,all,Yes,Case 002 1849-08-02 Weekly Alta California p1 and 4.pdf
2,,San Francisco,California,United States,1849,8,9,,Weekly Alta California,,1,3,,,Yes,Case 002 1849-08-09 Weekly Alta California p1c3.pdf
4,,San Francisco,California,United States,1850,7,17,,Alta California,,2,1-2,,,Yes,Case 004 1850-07-17 Alta California p2c1-2.pdf
4,,San Francisco,California,United States,1850,7,17,,Alta California,,2,1,,,Yes,Case 004 1850-07-17 Alta California p2c1.pdf
4,,Sacramento,California,United States,1850,7,18,,Sacramento Transcript,,2,2,,,Yes,Case 004 1850-07-18 Sacramento Transcript p2c2.pdf
4,,San Francisco,California,United States,1850,8,1,,San Francisco Herald,,4,1-3,,,Yes,Case 004 1850-08-01 San Francisco Herald p4c1-3.pdf
5,,San Francisco,California,United States,1850,10,18,,Alta California,,2,4,,,Yes,Case 005 1850-10-18 Alta California p2c4.pdf
6,,Sacramento,California,United States,1875,3,27,,Sacramento Daily Union,,2,2-3,,,Yes,Case 006 1875-03-27 Sacramento Daily Union p2c2-3.pdf
6,,Sacramento,California,United States,1880,4,21,,Sacramento Daily Union,,2,3,,,Yes,Case 006 1880-04-21 Sacramento Daily Union p2c3.pdf
6,,San Francisco,California,United States,1880,5,1,,Alta California,,4,2,,,Yes,Case 006 1880-05-01 Alta California p4c2.pdf
6,,Sacramento,California,United States,1880,5,1,,Sacramento Daily Union,,2,5,,,Yes,Case 006 1880-05-01 Sacramento Daily Union p2c5.pdf
6,,San Rafael,California,United States,1880,5,13,,Marin County Journal,,1,7,,,Yes,Case 006 1880-05-13 Marin County Journal p1c7.pdf
6,,Sonoma,California,United States,1880,5,28,,Sonoma Democrat,,7,2,,,Yes,Case 006 1880-05-28 Sonoma Democrat p7c2.pdf
6,,San Francisco,California,United States,1885,8,23,,Alta California,,1,1,,,Yes,Case 006 1885-08-23 Alta California p1c1.pdf
6,,Sacramento,California,United States,1888,5,26,,Sacramento Daily Union,,1,4,,,Yes,Case 006 1888-05-26 Sacramento Daily Union p1c4.pdf
6,,Sacramento,California,United States,1907,4,22,,Sacramento Union,,6,7,,,Yes,Case 006 1907-04-22 Sacramento Union p6c7.pdf
7,,Marysville,California,United States,1850,10,22,,Marysville Herald,,2,2,,,Yes,Case 007 1850-10-22 Marysville Herald p2c2.pdf
7,,Sacramento,California,United States,1850,10,24,,Sacramento Transcript,,2,3,,,Yes,Case 007 1850-10-24 Sacramento Transcript p2c3.pdf
8,,San Francisco,California,United States,1850,12,30,,Alta California,,2,4,,,Yes,Case 008 1850-12-30 Alta California p2c4.pdf
11,,San Francisco,California,United States,1851,1,16,,Alta California,,2,5,,,Yes,Case 011 1851-01-16 Alta California p2c5.pdf
11,,Marysville,California,United States,1851,1,21,,Marysville Herald,,2,4,,,Yes,Case 011 1851-01-21 Marysville Herald p2c4.pdf
12,,San Francisco,California,United States,1851,1,20,,Alta California,,2,4,,,Yes,Case 012 1851-01-20 Alta California p2c4.pdf
13,,Marysville,California,United States,1851,1,21,,Marysville Herald,,2,3,,,Yes,Case 013 1851-01-21 Marysville Heraldp2c3.pdf
14,,Sacramento,California,United States,1851,1,11,,Sacramento Transcript,,2,3,,,Yes,Case 014 1851-01-11 Sacramento Transcript p2c3.pdf
14,,Marysville,California,United States,1851,1,21,,Marysville Herald,,2,5,,,Yes,Case 014 1851-01-21 Marysville Herald p2c5.pdf
15,,Marysville,California,United States,1851,1,31,,Marysville Herald,,2,4,,,Yes,Case 015 1851-01-31 Marysville Herald p2c4.pdf
16,,San Francisco,California,United States,1851,2,3,,Alta California,,2,5,,,Yes,Case 016 1851-02-03 Alta California p2c5.pdf
17,,Marysville,California,United States,1851,2,14,,Marysville Herald,,2,3,,,Yes,Case 017 1851-02-14 Marysville Herald p2c3.pdf
17,,San Francisco,California,United States,1851,2,16,,Alta California,,2,5,,,Yes,Case 017 1851-02-16 Alta California p2c5.pdf
18,,Sacramento,California,United States,1851,1,8,,Sacramento Transcript,,2,4,,,Yes,Case 018 1851-01-08 Sacramento Transcript p2c4.pdf
18,,Marysville,California,United States,1851,1,10,,Marysville Herald,,2,3,,,Yes,Case 018 1851-01-10 Marysville Herald p2c3.pdf
19,,Sacramento,California,United States,1851,7,11,,Sacramento Daily Union,,2,4,,,Yes,Case 019 1851-07-11 Sacramento Daily Union p2c4.pdf
19,,San Francisco,California,United States,1851,7,17,,Alta California,,2,4,,,Yes,Case 019 1851-07-17 Alta California p2c4.pdf
19,,San Francisco,California,United States,1851,7,22,,Alta California,,2,4,,,Yes,Case 019 1851-07-22 Alta California p2c4.pdf
19,,San Francisco,California,United States,1851,7,29,,San Francisco Herald,,5,6,,,Yes,Case 071 1851-07-29 San Francisco Herald p5c6.pdf
20,,San Francisco,California,United States,1851,3,2,,Alta California,,2,5,,,Yes,Case 020 1851-03-02 Alta California p2c5.pdf
22,,San Francisco,California,United States,1851,2,24,,Alta California,,2,4,,,Yes,Case 022 1851-02-24 Alta California p2c4.pdf
22,,San Francisco,California,United States,1851,3,5,,Steamer Alta California,,6,5,,,Yes,Case 022 1851-03-05 Steamer Alta California p6c5.pdf
22,,San Francisco,California,United States,1851,3,15,,Steamer Alta California,,2,2,,,Yes,Case 022 1851-03-15 Steamer Alta California p2c2.pdf
23,,San Francisco,California,United States,1851,2,26,,Alta California,,2,1,,,Yes,Case 023 1851-02-26 Alta California p2c1.pdf
23,,San Francisco,California,United States,1851,3,5,,Steamer Alta California,,4,4,,,Yes,Case 023 1851-03-05 Steamer Alta California p4c4.pdf
25,,Sacramento,California,United States,1851,2,26,,Sacramento Transcript,,2,1-6,3,1,Yes,Case 025 1851-02-26 Sacramento Transcript p2c1-6 and p3c1.pdf
25,,San Francisco,California,United States,1851,2,27,,Alta California,,2,4,,,Yes,Case 025 1851-02-27 Alta California p2c4.pdf
25,,Sacramento,California,United States,1851,2,27,,Sacramento Transcript,,2,1-3,,,Yes,Case 025 1851-02-27 Sacramento Transcript p2c1-3.pdf
25,,Sacramento,California,United States,1851,2,28,,Sacramento Transcript,,2,1,,,Yes,Case 025 1851-02-28 Sacramento Transcript p2c1.pdf
25,,Sacramento,California,United States,1851,2,28,,Sacramento Transcript,,2,2,,,Yes,Case 025 1851-02-28 Sacramento Transcript p2c2.pdf
25,,San Francisco,California,United States,1851,3,15,,Steamer Alta California,,5,3,,,Yes,Case 025 1851-03-15 Steamer Alta California p5c3.pdf
25,,New York,New York,United States,1851,4,8,,New York Daily Tribune,,5,1,,,Yes,Case 025 1851-04-08 New York Daily Tribune p5c1.pdf
25,,Sacramento,California,United States,1885,11,21,,Sacramento Daily Union,,5,2-3,,,Yes,Case 025 1885-11-21 Sacramento Daily Union p5c2-3.pdf
25,,Sacramento,California,United States,1887,9,3,,Sacramento Daily Union,,8,4,,,Yes,Case 025 1887-09-03 Sacramento Daily Union p8c4.pdf
26,,San Francisco,California,United States,1851,2,27,,Alta California,,2,4,,,Yes,Case 026 1851-02-27 Alta California p2c4.pdf
26,,San Francisco,California,United States,1851,3,4,,California Courier,,2,1,,,Yes,Case 026 1851-03-04 California Courier p2c1.pdf
26,,Sacramento,California,United States,1851,3,10,,Sacramento Transcript,,2,1,,,Yes,Case 026 1851-03-10 Sacramento Transcript p2c1.pdf
26,,San Francisco,California,United States,1851,3,11,,Alta California,,2,5,,,Yes,Case 026 1851-03-11 Alta California p2c5.pdf
26,,Marysville,California,United States,1851,3,11,,Marysville Herald,,2,5,,,Yes,Case 026 1851-03-11 Marysville Herald p2c5.pdf
26,,San Francisco,California,United States,1851,3,15,,Steamer Alta California,,4,1,,,Yes,Case 026 1851-03-15 Steamer Alta California p4c1.pdf
26,,San Francisco,California,United States,1851,4,19,,San Francisco Herald,,1,5,,,Yes,Case 026 1851-04-19 San Francisco Herald p1c5.pdf
26,,St. Louis,Missouri,United States,1851,4,28,,Daily Missouri Republican,,2,2,,,Yes,Case 026 1851-04-28 Daily Missouri Republican p2c2.pdf
26,,Maitland,New South Wales,Australia,1851,5,17,,Maitland Mercury and Hunter River General Advertiser,,4,6,,,Yes,Case 026 1851-05-17 Maitland Mercury and Hunter River General Advertiser p4c6.pdf
26,,San Francisco,California,United States,1851,6,4,,Alta California,,2,1,,,Yes,Case 026 1851-06-04 Alta California p2c1.pdf
27,,San Francisco,California,United States,1849,2,15,,Weekly Alta California,,2,2,,,Yes,Case 027 1849-02-15 Weekly Alta California p2c2.pdf
27,,Sacramento,California,United States,1875,3,6,,Sacramento Daily Union,,1,6,,,Yes,Case 027 1875-03-06 Sacramento Daily Union p1c6.pdf
27,,Sacramento,California,United States,1888,5,26,,Sacramento Daily Union,,1,3,,,Yes,Case 027 1888-05-26 Sacramento Daily Union p1c3.pdf
28,,Sacramento,California,United States,1851,3,19,,Sacramento Transcript,,2,4,,,Yes,Case 028 1851-03-19 Sacramento Transcript p2c4.pdf
28,,San Francisco,California,United States,1851,3,20,,Alta California,,2,5,,,Yes,Case 028 1851-03-20 Alta California p2c5.pdf
29,,Sacramento,California,United States,1851,3,26,,Sacramento Transcript,,2,2,,,Yes,Case 029 1851-03-26 Sacramento Transcript p2c2.pdf
29,,San Francisco,California,United States,1851,3,27,,Alta California,,2,4,,,Yes,Case 029 1851-03-27 Alta California p2c4.pdf
30,,San Francisco,California,United States,1851,3,21,,Alta California,,2,4,,,Yes,Case 030 1851-03-21 Alta California p2c4.pdf
31,,San Francisco,California,United States,1851,3,21,,Alta California,,2,4,,,Yes,Case 031 1851-03-21 Alta California p2c4.pdf
32,,Sacramento,California,United States,1851,3,26,,Sacramento Transcript,,2,2,,,Yes,Case 032 1851-03-26 Sacramento Transcript p2c2.pdf
32,,San Francisco,California,United States,1851,3,27,,Alta California,,2,4,,,Yes,Case 032 1851-03-27 Alta California p2c4.pdf
32,,San Francisco,California,United States,1851,4,7,,California Courier,,2,3,,,Yes,Case 032 1851-04-07 California Courier p2c3.pdf
32,,Marysville,California,United States,1851,4,10,,Marysville Herald,,3,1,,,Yes,Case 032 1851-04-10 Marysville Herald p3c1.pdf
33,,Marysville,California,United States,1851,3,6,,Marysville Herald,,2,5,,,Yes,Case 033 1851-03-06 Marysville Herald p2c5.pdf
33,,Sacramento,California,United States,1851,3,7,,Sacramento Transcript,,2,6,,,Yes,Case 033 1851-03-07 Sacramento Transcript p2c6.pdf
34,,Sacramento,California,United States,1851,4,7,,Sacramento Daily Union,,2,2,,,Yes,Case 034 1851-04-07 Sacramento Daily Union p2c2.pdf
34,,Sacramento,California,United States,1851,4,7,,Sacramento Transcript,,2,3,,,Yes,Case 034 1851-04-07 Sacramento Transcript p2c3.pdf
34,,San Francisco,California,United States,1851,4,8,,Alta California,,2,5,,,Yes,Case 034 1851-04-08 Alta California p2c5.pdf
34,,Marysville,California,United States,1851,4,8,,Marysville Herald,,2,4,,,Yes,Case 034 1851-04-08 Marysville Herald p2c4.pdf
34,,San Francisco,California,United States,1851,4,9,,Evening Picayune,,2,5,,,Yes,Case 034 1851-04-09 San Francisco Evening Picayune p2c5.pdf
34,,San Francisco,California,United States,1851,4,12,,Evening Picayune,,2,3,,,Yes,Case 034 1851-04-12 San Francisco Evening Picayune p2c3.pdf
34,,San Francisco,California,United States,1851,4,14,,Steamer Alta California,,2,4,,,Yes,Case 034 1851-04-14 Steamer Alta California p2c4.pdf
34,,San Francisco,California,United States,1851,4,14,,Steamer Alta California,,5,4,,,Yes,Case 034 1851-04-14 Steamer Alta California p5c4.pdf
34,,Portland,Oregon,United States,1851,4,26,,Oregonian,,1,6,,,Yes,Case 034 1851-04-26 Oregonian p1c6.pdf
35,,San Francisco,California,United States,1851,4,21,,Alta California,,2,2,,,Yes,Case 035 1851-04-21 Alta California p2c2.pdf
35,,San Francisco,California,United States,1851,4,29,,Alta California,,2,4,,,Yes,Case 035 1851-04-29 Alta California p2c4.pdf
35,,San Francisco,California,United States,1851,8,7,,San Francisco Herald,,2,3,,,Yes,Case 035 1851-08-07 San Francisco Herald p2c3.pdf
35,,San Francisco,California,United States,1851,8,16,,Alta California,,2,4,,,Yes,Case 035 1851-08-16 Alta California p2c4.pdf
35,,Sacramento,California,United States,1851,8,18,,Sacramento Daily Union,,2,5,,,Yes,Case 035 1851-08-18 Sacramento Daily Union p2c5.pdf
36,,Sacramento,California,United States,1851,5,2,,Sacramento Transcript,,2,3,,,Yes,Case 036 1851-05-02 Sacramento Transcript p2c3.pdf
36,,San Francisco,California,United States,1851,5,3,,Alta California,,2,5,,,Yes,Case 036 1851-05-03 Alta California p2c5.pdf
36,,Sacramento,California,United States,1851,5,12,,Sacramento Transcript,,2,3,,,Yes,Case 036 1851-05-12 Sacramento Transcript p2c3.pdf
37,,Sacramento,California,United States,1851,4,7,,Sacramento Transcript,,2,2,,,Yes,Case 037 1851-04-07 Sacramento Transcript p2c2.pdf
37,,San Francisco,California,United States,1851,4,8,,Alta California,,2,5,,,Yes,Case 037 1851-04-08 Alta California p2c5.pdf
38,,San Francisco,California,United States,1851,4,17,,Evening Picayune,,2,3,,,Yes,Case 038 1851-04-17 San Francisco Evening Picayune p2c3.pdf
38,,San Francisco,California,United States,1851,4,18,,Alta California,,2,6,,,Yes,Case 038 1851-04-18 Alta California p2c6.pdf
38,,New York,New York,United States,1851,6,3,,New York Daily Tribune,,5,3,,,Yes,Case 038 1851-06-03 New York Daily Tribune p5c3.pdf
39,,Sacramento,California,United States,1851,5,5,,Sacramento Daily Union,,2,6,,,Yes,Case 039 1851-05-05 Sacramento Daily Union p2c6.pdf
39,,Marysville,California,United States,1851,5,10,,Marysville Herald,,2,3,,,Yes,Case 039 1851-05-10 Marysville Herald p2c3.pdf
40,,Marysville,California,United States,1851,5,3,,Marysville Herald,,3,1,,,Yes,Case 040 1851-05-03 Marysville Herald p3c1.pdf
41,,San Francisco,California,United States,1851,5,1,,Alta California,,2,3,,,Yes,Case 041 1851-05-01 Alta California p2c3.pdf
41,,Sacramento,California,United States,1851,5,1,,Sacramento Transcript,,2,1,,,Yes,Case 041 1851-05-01 Sacramento Transcript p2c1.pdf
41,,Sacramento,California,United States,1851,5,2,,Sacramento Transcript,,2,6,,,Yes,Case 041 1851-05-02 Sacramento Transcript p2c6.pdf
41,,Marysville,California,United States,1851,5,6,,Marysville Herald,,2,2,,,Yes,Case 041 1851-05-06 Marysville Herald p2c2.pdf
41,,New York,New York,United States,1851,6,3,,New York Daily Tribune,,5,3,,,Yes,Case 041 1851-06-03 New York Daily Tribune p5c3.pdf
42,,Sacramento,California,United States,1851,3,17,,Sacramento Transcript,,2,4,,,Yes,Case 042 1851-03-17 Sacramento Transcript p2c4.pdf
42,,San Francisco,California,United States,1851,5,17,,Alta California,,2,3,,,Yes,Case 042 1851-05-17 Alta California p2c3.pdf
42,,San Francisco,California,United States,1851,5,18,,Alta California,,2,2,,,Yes,Case 042 1851-05-18 Alta California p2c2.pdf
42,,Sacramento,California,United States,1851,5,19,,Sacramento Transcript,,2,3,,,Yes,Case 042 1851-05-19 Sacramento Transcript p2c3.pdf
44,,Sacramento,California,United States,1851,5,23,,Sacramento Daily Union,,2,4,,,Yes,Case 044 1851-05-23 Sacramento Daily Union p2c4.pdf
44,,San Francisco,California,United States,1851,5,24,,Alta California,,2,4,,,Yes,Case 044 1851-05-24 Alta California p2c4.pdf
44,,Sacramento,California,United States,1851,5,24,,Sacramento Transcript,,2,3,,,Yes,Case 044 1851-05-24 Sacramento Transcript p2c3.pdf
44,,San Francisco,California,United States,1851,6,26,,San Francisco Herald,,2,3,,,Yes,Case 044 1851-06-26 San Francisco Herald p2c3.pdf
45,,Marysville,California,United States,1851,5,31,,Marysville Herald,,2,4,,,Yes,Case 045 1851-05-31 Marysville Herald p2c4.pdf
46,,Marysville,California,United States,1851,5,31,,Marysville Herald,,2,5,,,Yes,Case 046 1851-05-31 Marysville Herald p2c5.pdf
48,,San Francisco,California,United States,1851,6,19,,Alta California,,2,5,,,Yes,Case 048 1851-06-19 Alta California p2c5.pdf
49,,Sacramento,California,United States,1851,5,27,,Sacramento Transcript,,2,2,,,Yes,Case 049 1851-05-27 Sacramento Transcript p2c2.pdf
49,,Sacramento,California,United States,1851,5,28,,Sacramento Transcript,,2,5,,,Yes,Case 049 1851-05-28 Sacramento Transcript p2c5.pdf
49,,Sacramento,California,United States,1851,5,30,,Sacramento Transcript,,2,1,,,Yes,Case 049 1851-05-30 Sacramento Transcript p2c1.pdf
49,,San Francisco,California,United States,1851,5,31,,Alta California,,2,4,,,Yes,Case 049 1851-05-31 Alta California p2c4.pdf
51,,Stockton,California,United States,1851,5,14,,San Joaquin Republican,,2,3,,,Yes,Case 051 1851-05-14 San Joaquin Republican p2c3.pdf
51,,San Francisco,California,United States,1851,5,17,,Alta California,,2,3,,,Yes,Case 051 1851-05-17 Alta California p2c3.pdf
51,,Marysville,California,United States,1851,5,20,,Marysville Herald,,2,5,,,Yes,Case 051 1851-05-20 Marysville Herald p2c5.pdf
51,,Sacramento,California,United States,1851,5,21,,Sacramento Transcript,,2,2,,,Yes,Case 051 1851-05-21 Sacramento Transcript p2c2.pdf
53,,San Francisco,California,United States,1851,6,11,,Alta California,,2,3,,,Yes,Case 053 1851-06-11 Alta California p2c3.pdf
53,,San Francisco,California,United States,1851,6,11,,San Francisco Herald,,4,1,,,Yes,Case 053 1851-06-11 San Francisco Herald p4c1.pdf
53,,San Francisco,California,United States,1851,6,12,,Alta California,,2,1,,,Yes,Case 053 1851-06-12 Alta California p2c1.pdf
53,,San Francisco,California,United States,1851,6,12,,Alta California,,2,3-4,,,Yes,Case 053 1851-06-12 Alta California p2c3-4.pdf
53,,San Francisco,California,United States,1851,6,12,,Alta California,,2,4a,,,Yes,Case 053 1851-06-12 Alta California p2c4a.pdf
53,,San Francisco,California,United States,1851,6,12,,Alta California,,2,4b,,,Yes,Case 053 1851-06-12 Alta California p2c4b.pdf
53,,Sacramento,California,United States,1851,6,12,,Sacramento Daily Union,,2,6,,,Yes,Case 053 1851-06-12 Sacramento Daily Union p2c6.pdf
53,,San Francisco,California,United States,1851,6,13,,Alta California,,2,2,,,Yes,Case 053 1851-06-13 Alta California p2c2.pdf
53,,San Francisco,California,United States,1851,6,13,,Alta California,,2,3,,,Yes,Case 053 1851-06-13 Alta California p2c3.pdf
53,,San Francisco,California,United States,1851,6,13,,Alta California,,2,4,,,Yes,Case 053 1851-06-13 Alta California p2c4.pdf
53,,San Francisco,California,United States,1851,6,14,,Alta California,,2,1,,,Yes,Case 053 1851-06-14 Alta California p2c1.pdf
53,,San Francisco,California,United States,1851,6,14,,Alta California,,2,2a,,,Yes,Case 053 1851-06-14 Alta California p2c2a.pdf
53,,San Francisco,California,United States,1851,6,14,,Alta California,,2,2b,,,Yes,Case 053 1851-06-14 Alta California p2c2b.pdf
53,,San Francisco,California,United States,1851,6,14,,Alta California,,2,3,,,Yes,Case 053 1851-06-14 Alta California p2c3.pdf
53,,San Francisco,California,United States,1851,6,14,,Alta California,,2,4,,,Yes,Case 053 1851-06-14 Alta California p2c4.pdf
53,,Marysville,California,United States,1851,6,14,,Marysville Herald,,2,2,,,Yes,Case 053 1851-06-14 Marysville Herald p2c2.pdf
53,,Marysville,California,United States,1851,6,14,,Marysville Herald,,2,3,,,Yes,Case 053 1851-06-14 Marysville Herald p2c3.pdf
53,,Sacramento,California,United States,1851,6,14,,Sacramento Daily Union,,2,5a,,,Yes,Case 053 1851-06-14 Sacramento Daily Union p2c5a.pdf
53,,Sacramento,California,United States,1851,6,14,,Sacramento Daily Union,,2,5b,,,Yes,Case 053 1851-06-14 Sacramento Daily Union p2c5b.pdf
53,,San Francisco,California,United States,1851,6,14,,San Francisco Herald,,5,1,,,Yes,Case 053 1851-06-14 San Francisco Herald p5c1.pdf
53,,San Francisco,California,United States,1851,6,16,,Alta California,,2,3,,,Yes,Case 053 1851-06-16 Alta California p2c3.pdf
53,,Sacramento,California,United States,1851,6,16,,Sacramento Daily Union,,2,2,,,Yes,Case 053 1851-06-16 Sacramento Daily Union p2c2.pdf
53,,San Francisco,California,United States,1851,6,20,,Alta California,,2,1,,,Yes,Case 053 1851-06-20 Alta California p2c1.pdf
53,,Marysville,California,United States,1851,6,21,,Marysville Herald,,2,3a,,,Yes,Case 053 1851-06-21 Marysville Herald p2c3a.pdf
53,,Marysville,California,United States,1851,6,21,,Marysville Herald,,2,3b,,,Yes,Case 053 1851-06-21 Marysville Herald p2c3b.pdf
54,,San Francisco,California,United States,1851,6,16,,Alta California,,2,4,,,Yes,Case 054 1851-06-16 Alta California p2c4.pdf
54,,San Francisco,California,United States,1851,6,18,,Alta California,,2,2,,,Yes,Case 054 1851-06-18 Alta California p2c2.pdf
54,,San Francisco,California,United States,1851,6,18,,Alta California,,2,5,,,Yes,Case 054 1851-06-18 Alta California p2c5.pdf
54,,Marysville,California,United States,1851,6,19,,Marysville Herald,,2,4,,,Yes,Case 054 1851-06-19 Marysville Herald p2c4.pdf
54,,San Francisco,California,United States,1851,6,26,,San Francisco Herald,,7,6,,,Yes,Case 054 1851-06-26 San Francisco Herald p7c6.pdf
54,,San Francisco,California,United States,1851,6,30,,Alta California,,2,2,,,Yes,Case 054 1851-06-30 Alta California p2c2.pdf
54,,San Francisco,California,United States,1851,7,1,,San Francisco Herald,,2,2,,,Yes,Case 054 1851-07-01 San Francisco Herald p2c2.pdf
55,,San Francisco,California,United States,1851,6,20,,Alta California,,2,5,,,Yes,Case 055 1851-06-20 Alta California p2c5.pdf
55,,San Francisco,California,United States,1851,6,26,,San Francisco Herald,,6,3,,,Yes,Case 055 1851-06-26 San Francisco Herald p6c3.pdf
56,,San Francisco,California,United States,1851,6,21,,Alta California,,2,3,,,Yes,Case 056 1851-06-21 Alta California p2c3.pdf
56,,Marysville,California,United States,1851,6,24,,Marysville Herald,,2,2,,,Yes,Case 056 1851-06-24 Marysville Herald p2c2.pdf
57,,San Francisco,California,United States,1851,6,21,,Alta California,,2,5,,,Yes,Case 057 1851-06-21 Alta California p2c5.pdf
58,,San Francisco,California,United States,1851,6,23,,Alta California,,2,4,,,Yes,Case 058 1851-06-23 Alta California p2c4.pdf
58,,San Francisco,California,United States,1851,6,24,,Alta California,,2,3,,,Yes,Case 058 1851-06-24 Alta California p2c3.pdf
58,,San Francisco,California,United States,1851,6,25,,Alta California,,2,2,,,Yes,Case 058 1851-06-25 Alta California p2c2.pdf
59,,San Francisco,California,United States,1851,6,25,,Alta California,,2,3,,,Yes,Case 059 1851-06-25 Alta California p2c3.pdf
59,,Marysville,California,United States,1851,6,26,,Marysville Herald,,2,4,,,Yes,Case 059 1851-06-26 Marysville Herald p2c4.pdf
59,,San Francisco,California,United States,1851,6,26,,San Francisco Herald,,3,6,,,Yes,Case 059 1851-06-26 San Francisco Herald p3c6.pdf
60,,Marysville,California,United States,1851,6,26,,Marysville Herald,,2,1,,,Yes,Case 060 1851-06-26 Marysville Herald p2c1.pdf
60,,San Francisco,California,United States,1851,6,28,,Alta California,,2,4,,,Yes,Case 060 1851-06-28 Alta California p2c4.pdf
61,,Marysville,California,United States,1851,6,28,,Marysville Herald,,2,3,,,Yes,Case 061 1851-06-28 Marysville Herald p2c3.pdf
62,,San Francisco,California,United States,1851,6,24,,Alta California,,2,2,,,Yes,Case 062 1851-06-24 Alta California p2c2.pdf
62,,Marysville,California,United States,1851,6,26,,Marysville Herald,,2,2,,,Yes,Case 062 1851-06-26 Marysville Herald p2c2.pdf
63,,San Francisco,California,United States,1851,6,27,,Alta California,,2,4,,,Yes,Case 063 1851-06-27 Alta California p2c4.pdf
64,,San Francisco,California,United States,1851,6,28,,San Francisco Daily Herald,,2,3,,,Yes,Case 064 1851-06-28 San Francisco Daily Herald p2c3.pdf
64,,San Francisco,California,United States,1851,7,2,,Alta California,,2,3,,,Yes,Case 064 1851-07-02 Alta California p2c3.pdf
64,,Sacramento,California,United States,1851,7,2,,Sacramento Daily Union,,2,2,,,Yes,Case 064 1851-07-02 Sacramento Daily Union p2c2.pdf
64,,San Francisco,California,United States,1851,7,2,,San Francisco Daily Herald,,2,2,,,Yes,Case 064 1851-07-02 San Francisco Daily Herald p2c2.pdf
65,,San Francisco,California,United States,1851,8,30,,Alta California,,2,5,,,Yes,Case 065 1851-08-30 Alta California p2c5.pdf
66,,San Francisco,California,United States,1851,7,7,,Alta California,,2,5,,,Yes,Case 066 1851-07-07 Alta California p2c5.pdf
66,,Sacramento,California,United States,1851,7,8,,Sacramento Daily Union,,2,2,,,Yes,Case 066 1851-07-08 Sacramento Daily Union p2c2.pdf
67,,Marysville,California,United States,1851,7,8,,Marysville Herald,,2,2,,,Yes,Case 067 1851-07-08 Marysville Herald p2c2.pdf
67,,Marysville,California,United States,1851,7,12,,Marysville Herald,,2,4,,,Yes,Case 067 1851-07-12 Marysville Herald p2c4.pdf
67,,Goulburn,New South Wales,Australia,1852,6,26,,Goulburn Herald AUS,,1,4,2,1,Yes,Case 067 1852-06-26 Goulburn Herald AUS p1c4 and p2c1.pdf
68,,San Francisco,California,United States,1851,7,11,,Alta California,,2,5,,,Yes,Case 068 1851-07-11 Alta California p2c5.pdf
68,,Sacramento,California,United States,1851,8,23,,Sacramento Daily Union,,2,2,,,Yes,Case 068 1851-08-23 Sacramento Daily Union p2c2.pdf
69,,Sacramento,California,United States,1851,2,25,,Sacramento Transcript,,3,1,,,Yes,Case 069 1851-02-25 Sacramento Transcript p3c1.pdf
69,,San Francisco,California,United States,1851,7,12,,Alta California,,2,2-3,,,Yes,Case 069 1851-07-12 Alta California p2c2-3.pdf
69,,Sacramento,California,United States,1851,7,12,,Sacramento Daily Union,,2,4,,,Yes,Case 069 1851-07-12 Sacramento Daily Union p2c4.pdf
69,,Marysville,California,United States,1851,7,15,,Marysville Herald,,2,1-2,,,Yes,Case 069 1851-07-15 Marysville Herald p2c1-2.pdf
69,,Sacramento,California,United States,1851,8,28,,Sacramento Daily Union,,2,4,,,Yes,Case 069 1851-08-28 Sacramento Daily Union p2c4.pdf
70,,San Francisco,California,United States,1850,7,11,,Alta California,,2,6,,,Yes,Case 070 1850-07-11 Alta California p2c6.pdf
70,,Sacramento,California,United States,1851,7,11,,Sacramento Daily Union,,2,2,,,Yes,Case 070 1851-07-11 Sacramento Daily Union p2c2.pdf
71,,Sacramento,California,United States,1851,7,11,,Sacramento Daily Union,,2,4,,,Yes,Case 071 1851-07-11 Sacramento Daily Union p2c4.pdf
71,,San Francisco,California,United States,1851,7,17,,Alta California,,2,4,,,Yes,Case 071 1851-07-17 Alta California p2c4.pdf
71,,San Francisco,California,United States,1851,7,22,,Alta California,,2,4,,,Yes,Case 071 1851-07-22 Alta California p2c4.pdf
73,,San Francisco,California,United States,1851,7,31,,Alta California,,2,3,,,Yes,Case 073 1851-07-31 Alta California p2c3.pdf
75,,Sacramento,California,United States,1854,8,26,,Sacramento Daily Union,,2,2,,,Yes,Case 075 1854-08-26 Sacramento Daily Union p2c2.pdf
75,,Nevada City,California,United States,1854,9,8,,Nevada Journal,,2,3,,,Yes,Case 075 1854-09-08 Nevada Journal p2c3.pdf
